bnf_code,bnf_presentation,bnf_chemical,pct,category,avg_brand_count_per_practice,lowest_decile,quantity,price_per_dose,possible_savings,formulation_swap,num_pack_sizes,flag_imported,flag_broken_bulk,flag_non_bioequivalence,flag_special_containers
020400040AAAAAA,Co-Tenidone_Tab 50mg/12.5mg,Co-Tenidone (Atenolol/Chlortalidone),99P,M,1.09302325581,0.0725,3730,0.0841646145016,50.405,,3.0,,,,
0906040B0AAABAB,Alfacalcidol_Cap 1mcg,Alfacalcidol,99P,M,1.0625,0.140333333333,6030,0.15215625,49.94,,3.0,,,,1.0
040201030AAAAAA,Risperidone_Tab 1mg,Risperidone,99P,M,1.00934579439,0.04,35698,0.0409977209737,49.46,,3.0,,,,
0205020M0AAAAAA,Moxonidine_Tab 200mcg,Moxonidine,99P,M,1.04225352113,0.0528571428571,12859,0.0551477284761,49.44,,3.0,,,,
0604011G0AAAIAI,Estradiol_Tab 2mg,Estradiol,99P,C,1.54545454545,0.0602142857143,29660,0.0616985564637,49.4377857143,Tab  / Pess ,3.0,,,,
0304010E0AAAAAA,Fexofenadine HCl_Tab 120mg,Fexofenadine Hydrochloride,99P,M,1.04901960784,0.065,27036,0.0669446367925,48.04,,3.0,,,,
1501030G0AAAAAA,Glycopyrronium Brom_Inj 0.2mg/ml 1ml Amp,Glycopyrronium Bromide,99P,A,1.0,1.00633333333,634,1.01865521844,47.556,,3.0,,,,
0601021M0AAAAAA,Gliclazide_Tab 80mg,Gliclazide,99P,M,1.01709401709,0.03,690253,0.0300891538442,47.55,,3.0,,,,
0106010E0AAANAN,Ispag Husk_Gran Eff Sach 3.5g Lem S/F,Ispaghula Husk,99P,C,1.1875,0.0826666666667,4518,0.094843183605,46.7453333333,,,,,,
1304000N0AAABAB,Fluocinolone Aceton_Crm 0.025%,Fluocinolone Acetonide,99P,C,1.05263157895,0.1175,1330,0.157496491228,46.685,Crm  / Gel ,3.0,,,,1.0
0502050C0AAAAAA,Terbinafine HCl_Tab 250mg,Terbinafine Hydrochloride,99P,M,1.00909090909,0.085,36729,0.0857572035984,46.315,Tab  / Suppos ,3.0,,,,
1106000Z0AAAPAP,Timolol_Gel Eye Dps 0.25%,Timolol,99P,C,1.24528301887,1.248,383,1.43466471547,46.176,Gel Eye Dps  / Eye Dps ,3.0,,,,1.0
040201030AAAKAK,Risperidone_Tab 500mcg,Risperidone,99P,M,1.01886792453,0.0403571428571,37165,0.0413398810165,46.1521428571,,3.0,,,,
1305030B0AAAAAA,Pimecrolimus_Crm 1%,Pimecrolimus,99P,C,1.14814814815,0.61038,1780,0.642352469136,45.6856,,3.0,,,,1.0
0704050B0AABBBB,Alprostadil_Urethral Stick 1mg,Alprostadil,99P,C,1.0625,11.09875,116,11.46390625,45.51,,3.0,,,,1.0
1001030L0AAAAAA,Leflunomide_Tab 10mg,Leflunomide,99P,M,1.01587301587,0.195,5130,0.206978835979,45.28,,3.0,,,,1.0
1305020C0AACXCX,Coal Tar_Soln 5% Cutaneous Emuls,Tars,99P,C,1.09677419355,0.06496,11300,0.0721941879626,45.192,,3.0,,,,1.0
0105010B0AAAPAP,Mesalazine_Gran Sach 500mg M/R,Mesalazine (Systemic),99P,NP8,1.05882352941,0.287380952381,2934,0.30214915542,44.9642857143,Gran Sach  / Tab ,,,,,
0601023B0AAACAC,Pioglitazone HCl_Tab 45mg,Pioglitazone Hydrochloride,99P,M,1.01162790698,0.617450358522,12077,0.619162409089,44.9374544953,,3.0,,,,
0802020G0AAACAC,Ciclosporin_Cap 25mg,Ciclosporin,99P,NP8,1.0,0.612285714286,1748,0.62265748674,44.9171428571,,3.0,,,1.0,
0502010B0AAABAB,Fluconazole_Cap 150mg,Fluconazole,99P,M,1.02803738318,0.83,1898,0.843815142974,44.77,,3.0,,,,1.0
1108010D0AAADAD,Carmellose Sod_Eye Dps 0.5% 0.4ml Ud P/F,Carmellose Sodium,99P,C,1.63106796117,0.16,46297,0.161033965101,44.62,,3.0,,,,
0205040D0AAABAB,Doxazosin Mesil_Tab 2mg,Doxazosin Mesilate,99P,M,1.00877192982,0.0257142857143,87943,0.0264108759615,44.5014285714,Tab  / Cap ,3.0,,,,
0407020Q0AAEHEH,Morph Sulf_Cap 60mg M/R,Morphine Sulfate,99P,NP8,1.01136363636,0.27,19019,0.270779974669,44.34,Cap  / Gran Sach ,3.0,,,1.0,
0404000R0AAAAAA,Modafinil_Tab 100mg,Modafinil,99P,M,1.0,0.195985595391,7362,0.222848615835,43.7224775928,,3.0,,,,
1310020A0AAAAAA,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,Amorolfine Hydrochloride,99P,M,1.21978021978,8.0,379,8.08462007291,43.54,,3.0,,,,1.0
020400040AAABAB,Co-Tenidone_Tab 100mg/25mg,Co-Tenidone (Atenolol/Chlortalidone),99P,M,1.06451612903,0.0657142857143,2100,0.0926497695853,43.42,,3.0,,,,
1003020P0AAAIAI,Ibuprofen_Gel 10%,Ibuprofen,99P,C,1.41414141414,0.0492,115040,0.049552377239,43.272,Gel  / Crm ,3.0,,,,1.0
0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,Warfarin Sodium,99P,A,1.0,0.624,600,0.68,43.2,,3.0,,,,
130201000AAA5A5,Gppe Crm_Unguentum M,Other Emollient Preps,99P,NP8,1.0,0.01696,28000,0.0219032856707,42.74,,3.0,,,,1.0
0103050L0AAAGAG,Lansoprazole_Orodisper Tab 15mg,Lansoprazole,99P,M,1.25882352941,0.0828571428571,12305,0.0866852433759,42.5685714286,,3.0,,,,
040201060AAADAD,Olanzapine_Tab 2.5mg,Olanzapine,99P,M,1.01052631579,0.0292857142857,17989,0.0310271342078,42.5292857143,,3.0,,,,
0703021N0AAAAAA,Norethist_Tab 350mcg,Norethisterone,99P,C,1.66019417476,0.0214285714286,60224,0.0222136081763,42.4957142857,,3.0,,,,
1302011L0AAAAAA,Gppe Emollient_Hydromol,Light Liquid Paraffin,99P,NP8,1.06779661017,0.00883753846154,97900,0.00940475974955,42.3680615385,,3.0,,,,1.0
0501080D0AAAEAE,Co-Trimoxazole_Oral Susp 80mg/400mg/5ml,Co-Trimoxazole(Trimethoprim/Sulfamethox,99P,A,1.0,0.06699,1500,0.0972375,42.183,,3.0,,,,1.0
0401010Z0AAAJAJ,Zopiclone_Oral Soln 3.75mg/5ml,Zopiclone,99P,NP8,1.0,0.173426666667,1500,0.22012,42.024,Oral Soln  / Liq Spec ,3.0,,,,
0102000L0AAAXAX,Glycopyrronium Brom_Oral Susp 1mg/5ml,Glycopyrronium Bromide,99P,NP8,1.0,0.15802625,2000,0.20458125,41.8995,Oral Susp  / Liq Spec ,3.0,,,,
0303020G0AAADAD,Montelukast_Gran Sach 4mg S/F,Montelukast,99P,M,1.01923076923,0.146785714286,3108,0.158843864469,41.88,Gran Sach  / Tab Chble ,3.0,,,,
0406000D0AAAAAA,Cinnarizine_Tab 15mg,Cinnarizine,99P,M,1.08571428571,0.0603557575758,63352,0.0604137039167,41.8040490909,,3.0,,,,
1310020T0AAAAAA,Tioconazole_Medic Nail Lacquer 283mg/ml,Tioconazole,99P,A,1.08333333333,2.28166666667,492,2.36034722222,40.92,,3.0,,,,1.0
0503021E0AAADAD,Famciclovir_Tab 500mg,Famciclovir,99P,A,1.0,11.515,167,11.7580952381,40.835,,3.0,,,,
0604011G0AABJBJ,Estradiol_Gel Sach 1mg/1g,Estradiol,99P,C,1.18421052632,0.198631410256,4528,0.20700836093,40.6042660256,,3.0,,,,
0601022B0AAABAB,Metformin HCl_Tab 500mg,Metformin Hydrochloride,99P,M,1.12711864407,0.0307140523379,1593054,0.0307272382338,40.348774032,Tab  / Pdrs ,3.0,,,,
0403030E0AAAAAA,Fluoxetine HCl_Cap 20mg,Fluoxetine Hydrochloride,99P,M,1.16949152542,0.0309927298349,420089,0.0310794656245,40.1114373066,,3.0,,,,
0604011X0AAAAAA,Raloxifene HCl_Tab 60mg,Raloxifene Hydrochloride,99P,M,1.03636363636,0.1331875,4851,0.138963382941,40.109375,,3.0,,,,
0406000T0AAAGAG,Prochlpzine Mal_Tab 5mg,Prochlorperazine Maleate,99P,M,1.13913043478,0.0328559235025,92375,0.0333217584777,39.9965601819,Tab  / Suppos ,3.0,,,,
1002020C0AAAIAI,Baclofen_Tab 10mg,Baclofen,99P,M,1.00943396226,0.025349625839,111578,0.025621931306,39.788635583,,3.0,,,,
0205051I0AAABAB,Enalapril Mal_Tab 5mg,Enalapril Maleate,99P,M,1.02272727273,0.0314285714286,12142,0.0330479408533,39.5242857143,Tab  / Wafer ,3.0,,,,
0106040G0AAAAAA,Lactulose_Soln 3.1g-3.7g/5ml,Lactulose,99P,M,1.0,0.005,1209510,0.00503842442338,39.29,,3.0,,,,
0906040G0AABCBC,"Colecal_Cap 10,000u (Old)",Colecalciferol,99P,NP8,1.0,0.499678431373,128,0.674843137255,39.2215137255,Cap  / Tab ,,,,,
130201000AAA1A1,Gppe Crm_Hydromol,Other Emollient Preps,99P,NP8,1.0,0.02384,26700,0.0300064688645,38.982,,3.0,,,,1.0
0405010P0AAAAAA,Orlistat_Cap 120mg,Orlistat,99P,M,1.03125,0.222261904762,50836,0.222920724873,38.955,,3.0,,,,
0109010U0AAABAB,Ursodeoxycholic Acid_Cap 250mg,Ursodeoxycholic Acid,99P,A,1.08860759494,0.421428571429,21348,0.421061337933,38.9042857143,,3.0,,,,
0401010Z0AAACAC,Zopiclone_Tab 3.75mg,Zopiclone,99P,M,1.1452991453,0.0403571428571,110359,0.0406279083487,38.8217857143,Tab  / Pdr Sach ,3.0,,,,
0206020L0AAAAAA,Lercanidipine HCl_Tab 10mg,Lercanidipine Hydrochloride,99P,M,1.00909090909,0.2425,117503,0.242974873302,38.3325,,3.0,,,,
0501013K0AAAJAJ,Co-Amoxiclav_Tab 500mg/125mg,Co-Amoxiclav (Amoxicillin/Clavul Acid),99P,M,1.01785714286,0.0995169415292,46133,0.10026964737,38.1541151424,,3.0,,,,
1001040C0AAABAB,Allopurinol_Tab 300mg,Allopurinol,99P,M,1.03389830508,0.0310714285714,149298,0.0312590087508,37.6385714286,Tab  / Pdr Sach ,3.0,,,,
0204000H0AAAKAK,Bisoprolol Fumar_Tab 3.75mg,Bisoprolol Fumarate,99P,M,1.02912621359,0.0388669772257,25081,0.039909024722,36.9772789855,,3.0,,,,
1001010P0AAAEAE,Naproxen_Tab 500mg,Naproxen,99P,M,1.03418803419,0.0442857142857,426418,0.0444048114194,36.6942857143,Tab  / Gran Sach ,3.0,,,,
091102000AABABA,Ubidecarenone_Cap 100mg,Other Enzyme Preps 0911020,99P,NP8,1.0,0.280606666667,1178,0.330565164399,36.2173466667,,3.0,,,,
0304010N0AAAPAP,Diphenhydramine HCl_Tab 50mg,Diphenhydramine Hydrochloride,99P,NP8,1.0,0.10859375,569,0.169786744505,36.04765625,Tab  / Cap ,3.0,,,,
0212000Y0AAAAAA,Simvastatin_Tab 10mg,Simvastatin,99P,M,1.01769911504,0.0239285714286,104897,0.0245803494116,36.0096428571,,3.0,,,,
0501030Z0AAAAAA,Doxycycline_Cap 40mg M/R,Doxycycline Monohydrate,99P,C,1.44444444444,0.460892857143,896,0.511964285714,35.88,,3.0,,,,
1003020R0AAAAAA,Piroxicam_Gel 0.5%,Piroxicam,99P,M,1.12820512821,0.049,7640,0.0551668046773,35.83,,3.0,,,,1.0
1106000Z0AAABAB,Timolol_Eye Dps 0.5%,Timolol,99P,M,1.07575757576,0.208,1150,0.234244444444,35.42,Eye Dps  / Gel Eye Dps ,3.0,,,,1.0
0302000K0AAAIAI,Budesonide_Inh Soln 1mg/2ml Ud Vl,Budesonide,99P,A,1.0,1.87395714286,1096,1.8991526455,35.3283142857,,3.0,,,,
1001040K0AAAAAA,Probenecid_Tab 500mg,Probenecid,99P,NP8,1.0,2.91653571429,84,3.19553571429,35.154,,3.0,1.0,,,
0206020L0AAABAB,Lercanidipine HCl_Tab 20mg,Lercanidipine Hydrochloride,99P,M,1.02803738318,0.321751948052,69290,0.322080389671,35.1052103896,,3.0,,,,
0904010W0AAAEAE,L/P_Bisc,Low Protein Biscuits,99P,NP8,1.55555555556,0.02125,4250,0.031742726312,35.0675,,,,,,
0501040U0AAACAC,Tobramycin_Inj 40mg/ml 2ml Vl,Tobramycin,99P,NP8,1.0,3.8108,160,3.966,34.92,,3.0,,,,1.0
0205051R0AAAAAA,Ramipril_Cap 1.25mg,Ramipril,99P,M,1.0,0.0314285714286,147627,0.0316765620092,34.7414285714,Cap  / Tab ,3.0,,,,
0409010H0AAADAD,Ropinirole HCl_Tab 5mg,Ropinirole Hydrochloride,99P,M,1.0,2.02380952381,1064,2.05188041126,34.57,,3.0,,,,
1310020H0AAAAAA,Clotrimazole_Soln 1%,Clotrimazole,99P,C,1.02678571429,0.053,59720,0.0536356866462,33.84,Soln  / Crm ,3.0,,,,1.0
0501013B0AAATAT,Amoxicillin_Oral Susp 250mg/5ml S/F,Amoxicillin,99P,M,1.0,0.0123,108800,0.0130890186916,33.77,,3.0,,,,1.0
0201010F0AAADAD,Digoxin_Tab 62.5mcg,Digoxin,99P,M,1.0,0.0782142857143,41903,0.0792249919006,33.3167857143,,3.0,,,,
0407020Q0AAEGEG,Morph Sulf_Cap 30mg M/R,Morphine Sulfate,99P,NP8,1.02857142857,0.138333333333,56340,0.13889670932,33.2266666667,Cap  / Gran Sach ,3.0,,,1.0,
0206020K0AAABAB,Lacidipine_Tab 4mg,Lacidipine,99P,M,1.01587301587,0.0889171428571,7756,0.09002461641,33.06876,,3.0,,,,
1003020P0AAACAC,Ibuprofen_Gel 5%,Ibuprofen,99P,NP8,1.14583333333,0.04737,13480,0.0522847093118,32.9729,Gel  / Crm ,3.0,,,,1.0
0902012H0AAAEAE,Gppe Pdr Sach_Dioralyte,Oral Rehydration Salts,99P,NP8,1.60465116279,0.336,5627,0.346123928513,32.194,,3.0,,,,
0302000K0AAAJAJ,Budesonide_Inh Soln 500mcg/2ml Ud Vl,Budesonide,99P,A,1.16666666667,1.24142857143,1224,1.2600831044,31.8714285714,,3.0,,,,
0403030Z0AAAAAA,Citalopram HCl_Oral Dps 40mg/ml S/F,Citalopram Hydrochloride,99P,M,1.0,0.316666666667,1305,0.330031368103,31.4,,3.0,,,,1.0
0205052Q0AAABAB,Telmisartan_Tab 80mg,Telmisartan,99P,M,1.04,0.0489285714286,5754,0.0504733310216,31.2475,,3.0,,,,
0603020T0AAACAC,Prednisolone_Tab 5mg,Prednisolone,99P,M,1.00847457627,0.030702942473,368105,0.0307487872976,30.9526651875,Tab  / Suppos ,3.0,,,,
090401000AAARAR,Medium Chain Triglycerides_Oil,Other Food For Special Diet Preps,99P,NP8,1.0,0.02936,9000,0.03192,30.72,,3.0,,,,1.0
0602020D0AAAAAA,Carbimazole_Tab 5mg,Carbimazole,99P,M,1.0,0.75875,28691,0.759687780596,30.61,Tab  / Cap ,3.0,,,,
0403040X0AAAAAA,Mirtazapine_Tab 30mg,Mirtazapine,99P,M,1.0,0.0425,110494,0.0427617986636,30.3725,Tab  / Orodisper Tab ,3.0,,,,
0407042F0AAAAAA,Clonidine HCl_Tab 25mcg,Clonidine Hydrochloride,99P,M,1.125,0.0515075493938,64321,0.051963579421,29.7948737652,,3.0,,,,
0103010T0AAAEAE,Ranitidine HCl_Oral Soln 75mg/5ml S/F,Ranitidine Hydrochloride,99P,M,1.015625,0.0215,48230,0.0219813618933,29.485,,3.0,,,,
0205052P0AAABAB,Losartan Pot/Hydchloroth_Tab 100mg/25mg,Losartan Potassium With Diuretic,99P,M,1.0,0.0557142857143,728,0.0958791208791,29.24,,3.0,,,,
0205052P0AAACAC,Losartan Pot/Hydchloroth_Tab 100/12.5mg,Losartan Potassium With Diuretic,99P,A,1.0,0.369285714286,539,0.438869047619,29.205,,3.0,,,,
0408010ADAAABAB,Zonisamide_Cap 25mg,Zonisamide,99P,A,1.16129032258,0.63,4684,0.636336940034,28.92,,3.0,,,,
0601060U0AAA0A0,Urine Testing Reagents,Urine Testing Reagents,99P,NP8,1.28571428571,0.0567,5650,0.0612266071429,28.815,,,,,,
1108010F0AABSBS,Hypromellose_Eye Dps 0.32% 0.5ml Ud,Hypromellose,99P,NP8,1.11111111111,0.5540625,3570,0.562630787037,28.74375,,3.0,,,,
0401020P0AAABAB,Lorazepam_Tab 1mg,Lorazepam,99P,M,1.0,0.0764112177755,53588,0.0767124530228,28.7145116342,Tab  / Cap ,3.0,,,,
1104010K0AAAAAA,Fluorome_Eye Dps 0.1%,Fluorometholone,99P,C,1.15625,0.2997,905,0.334448177083,28.5995,Eye Dps  / Eye Oint ,3.0,,,,1.0
0203020I0AAADAD,Flecainide Acet_Tab 100mg,Flecainide Acetate,99P,M,1.05333333333,0.21580887553,16884,0.217735907151,28.4215956506,,3.0,,,,
0905050A0AAAAAA,Selenium_Oral Soln 50mcg/ml 2ml Amp,Selenium,99P,NP8,1.5,1.050625,220,1.17875,28.1875,Oral Soln  / Inj ,3.0,,,,
1002020C0AAABAB,Baclofen_Oral Soln 5mg/5ml S/F,Baclofen,99P,M,1.01886792453,0.0112,98680,0.01202197267,27.68,,3.0,,,,
1003020W0AAABAB,Salicylic Acid/Mucopolysac_Crm 2%/0.2%,Heparinoid,99P,NP8,1.04347826087,0.052604,5780,0.0567322202423,27.52384,Crm  / Gel ,3.0,,,,1.0
0503010Q0AAADAD,Lamivudine_Tab 100mg,Lamivudine,99P,A,1.0,2.4625,224,2.54410714286,27.42,,3.0,,,,
0204000H0AAABAB,Bisoprolol Fumar_Tab 10mg,Bisoprolol Fumarate,99P,M,1.02631578947,0.0285714285714,91438,0.028775272138,27.3771428571,Tab  / Pdr Sach ,3.0,,,,
0406000J0AAAJAJ,Domperidone_Tab 10mg,Domperidone,99P,M,1.04672897196,0.032300952381,59162,0.0328072195382,26.7134780952,Tab  / Suppos ,3.0,,,,
0604011K0AAAAAA,Estradiol_Val Tab 1mg,Estradiol Valerate,99P,NP8,1.04,0.0868214285714,2660,0.0999448412698,26.529,Val Tab  / Tab ,3.0,,,,
0406000F0AAACAC,Cyclizine HCl_Tab 50mg,Cyclizine Hydrochloride,99P,M,1.0,0.0771428571429,49576,0.0775678823273,26.4971428571,Tab  / Suppos ,3.0,,,,
0212000M0AAAAAA,Fluvastatin Sod_Cap 20mg,Fluvastatin Sodium,99P,M,1.0,0.0746428571429,2373,0.101499319728,26.34,,3.0,,,,
0604011L0AABJBJ,Gppe Patch_FemSeven Conti,Estradiol with Progestogen,99P,NP8,1.04545454545,3.67666666667,424,3.78341450216,26.3033333333,,3.0,,,,
0403010J0AAAIAI,Dosulepin HCl_Tab 75mg,Dosulepin Hydrochloride,99P,M,1.0824742268,0.0482142857143,22201,0.0497240295823,26.2085714286,Tab  / Cap ,3.0,,,,
0205052I0AAAAAA,Irbesartan_Tab 75mg,Irbesartan,99P,M,1.03174603175,0.0353571428571,6114,0.0375937139838,26.1664285714,,3.0,,,,
0410020B0AABKBK,Nicotine_Chewing Gum 2mg S/F (Freshmint),Nicotine,99P,NP8,1.0,0.0800035714286,2625,0.0938326587302,26.132125,,3.0,,,,
0408010H0AAAPAP,Lamotrigine_Tab Disper 5mg S/F,Lamotrigine,99P,M,1.0,0.266071428571,1666,0.28728021978,26.055,,3.0,,,,
0403010B0AAAGAG,Amitriptyline HCl_Tab 10mg,Amitriptyline Hydrochloride,99P,M,1.0,0.0325,749193,0.0325278549674,25.9025,Tab  / Cap ,3.0,,,,
0202020D0AAAEAE,Bumetanide_Tab 1mg,Bumetanide,99P,M,1.0,0.0785714285714,83372,0.0789224631096,25.7771428571,,3.0,,,,
0301020I0AAAFAF,Ipratrop Brom_Inh Soln 250mcg/1ml Ud,Ipratropium Bromide,99P,A,1.04255319149,0.221780952381,5228,0.225943309246,25.7591238095,,3.0,,,,
0107020J0AAABAB,Gppe Suppos_Anusol HC,Hydrocortisone,99P,NP8,1.08108108108,0.145,2256,0.157323791559,25.48,,3.0,,,,
0603020L0AAABAB,Hydrocort Sod Phos_Inj 100mg/1ml Amp,Hydrocortisone Sodium Phosphate,99P,NP8,1.16666666667,1.109,60,1.49505555556,25.364,,3.0,,,,
090607000AABBBB,Multivit_Tab,Other Multivitamin Preps,99P,NP8,1.075,0.125,7527,0.127051097286,25.235,,3.0,,,,
0401020K0AACBCB,Diazepam_Oral Soln 2.5mg/5ml,Diazepam,99P,NP8,1.0,0.0896,1000,0.112,25.2,Oral Soln  / Liq Spec ,3.0,,,,
1307000M0AAAEAE,Salic Acid_Oint 50%,Salicylic Acid,99P,NP8,1.1,0.461666666667,56,1.55406913919,25.1866666667,Oint  / Collod ,,,,,
0601022B0AAARAR,Metformin HCl_Oral Soln 500mg/5ml S/F,Metformin Hydrochloride,99P,M,1.0,0.1098,20060,0.111997408594,25.13,,3.0,,,,
1001030U0AACFCF,Methotrexate_Oral Soln 10mg/5ml S/F,Methotrexate,99P,C,1.0,2.0021978022,100,2.31868131868,24.9230769231,,3.0,,,,1.0
1310040V0AAAAAA,Dimeticone_Lot 4%,Dimeticone (Parasiticidal),99P,C,1.19047619048,0.0461333333333,5900,0.0522421919879,24.9133333333,Lot  / Crm ,3.0,,,,1.0
0803043N0AAABAB,Octreotide Acet_Inj 100mcg/ml 1ml Amp,Octreotide Acetate,99P,NP8,1.0,5.615459375,188,5.701296875,24.7212,,3.0,,,,
1304000F0AAAAAA,Betameth Val_Crm 0.1%,Betamethasone Valerate,99P,NP8,1.0,0.0405,8990,0.0443235671288,24.295,Crm  / Lot ,3.0,,,,1.0
0209000A0AAABAB,Aspirin Disper_Tab 75mg,Aspirin,99P,M,1.0,0.0246052976215,1108606,0.0246219164815,24.2393418431,,3.0,,,,
0403030X0AAACAC,Escitalopram_Tab 5mg,Escitalopram,99P,M,1.02127659574,0.035,3930,0.045179452189,24.2,,3.0,,,,
0601022B0AAADAD,Metformin HCl_Tab 850mg,Metformin Hydrochloride,99P,M,1.0347826087,0.0235714285714,244056,0.0236209929565,24.1678571429,Tab  / Cap ,3.0,,,,
1310020H0AAABAB,Clotrimazole_Crm 1%,Clotrimazole,99P,NP8,1.0,0.07,2110,0.0929721778222,24.13,Crm  / Eye Dps ,3.0,,,,1.0
0902011U0AAAHAH,Pot Chlor_Tab 600mg (Pot 8mmol) M/R,Potassium Chloride,99P,NP8,1.0,0.066125,680,0.092625,23.85,,3.0,,,,
0310000N0AAACAC,Pseudoephed HCl_Tab 60mg,Pseudoephedrine Hydrochloride,99P,C,1.025,0.0541666666667,2871,0.0632107595447,23.0575,,3.0,,,,
0304010I0AAABAB,Cetirizine HCl_Oral Soln 1mg/1ml S/F,Cetirizine Hydrochloride,99P,M,1.03092783505,0.00725,100450,0.00746529252202,23.0,,3.0,,,,
0205052P0AAAAAA,Losartan Pot/Hydchloroth_Tab 50mg/12.5mg,Losartan Potassium With Diuretic,99P,M,1.04166666667,0.0471428571429,1288,0.0727678571429,22.96,,3.0,,,,
1304000Y0AABABA,Mometasone Fur_Oint 0.1%,Mometasone Furoate,99P,NP8,1.0,0.1244,6570,0.132693040487,22.932,Oint  / Crm ,3.0,,,,1.0
0501070N0AAADAD,Sod Fusidate_Tab 250mg,Sodium Fusidate,99P,C,1.0,0.554505291005,743,0.591054412964,22.5410132275,Tab  / Cap ,3.0,,,,
090401070AAAIAI,G/F /W/F_Flour,Gluten Free/Wheat Free Grains/Flours,99P,NP8,1.375,0.0036595,11000,0.00578825,22.49525,,,,,,
0102000T0AAAFAF,Peppermint Oil_Cap E/C 0.2ml M/R,Peppermint Oil,99P,C,1.50632911392,0.121785714286,23743,0.122836116557,22.2325,,3.0,,,,
0601023B0AAABAB,Pioglitazone HCl_Tab 30mg,Pioglitazone Hydrochloride,99P,M,1.01162790698,0.528843537415,13484,0.530360849939,21.9499319728,,3.0,,,,
0403040W0AAABAB,Venlafaxine_Tab 75mg,Venlafaxine,99P,M,1.0,0.0419642857143,107586,0.0420726130815,21.4903571429,,3.0,,,,
0205051L0AAABAB,Lisinopril_Tab 5mg,Lisinopril,99P,M,1.02678571429,0.026055298425,78845,0.0262655270007,21.4258573846,,3.0,,,,
1303000AAAAABAB,Menthol In Aq_Crm 1%,Menthol,99P,C,1.075,0.03318,29050,0.0352319903048,21.422,,3.0,,,,1.0
0408010Q0AAAGAG,Phenytoin_Sod Tab 100mg,Phenytoin Sodium,99P,M,1.0,0.919642857143,6861,0.924600378474,21.3475,Sod Tab  / Sod Cap ,3.0,,,1.0,
0601011A0AAACAC,Ins Aspart_Inj 100u/ml 3ml Pf Pen,Insulin Aspart,99P,NP8,1.09433962264,6.12,5926,6.12379291952,21.11,,3.0,,,,
0206030N0AAABAB,Nicorandil_Tab 20mg,Nicorandil,99P,M,1.01020408163,0.0775,28930,0.0800896139798,20.915,,3.0,,,,
0501021L0AAAAAA,Cefalexin_Cap 250mg,Cefalexin,99P,M,1.0,0.0439285714286,13760,0.0462117319339,20.8867857143,Cap  / Tab ,3.0,,,,
0901020N0AAABAB,Hydroxocobalamin_Inj 1mg/ml 1ml Amp,Hydroxocobalamin,99P,M,1.0,1.45641339869,4277,1.46045936166,20.7191748366,,3.0,,,,
0409010N0AAAAAA,Co-Careldopa_Tab 10mg/100mg,Co-Careldopa (Carbidopa/Levodopa),99P,A,1.04761904762,0.073,4561,0.077941039793,20.477,Tab  / Cap ,3.0,,,,
040702040AAAFAF,Tramadol HCl_Tab Solb 50mg S/F,Tramadol Hydrochloride,99P,C,1.0,0.118666666667,1666,0.12964483807,20.464,Tab Solb  / Orodisper Tab ,3.0,,,,
0601023R0AAAAAA,Repaglinide_Tab 500mcg,Repaglinide,99P,A,1.0,0.100333333333,1659,0.105835618086,20.4063333333,,3.0,,,,
0106010E0AAATAT,Ispag Husk_Gran Sach 3.5g G/F,Ispaghula Husk,99P,NP8,1.0,0.069,2468,0.0760349996389,20.248,,3.0,,,,
040702040AAAUAU,Tramadol HCl/Paracet_Tab 37.5mg/325mg,Tramadol Hydrochloride,99P,A,1.07407407407,0.153662561576,6320,0.155452518457,20.0787487685,,3.0,,,,
0407041T0AAAIAI,Sumatriptan_Inj 6mg/0.5ml Pf Pen,Sumatriptan Succinate,99P,C,1.0,19.75,294,19.7741545894,20.0,,3.0,,,,1.0
0402010ABAAAHAH,Quetiapine_Oral Soln 25mg/5ml,Quetiapine,99P,NP8,1.0,0.273133333333,1050,0.287925925926,19.97,Oral Soln  / Oral Susp ,3.0,,,,
0205052X0AAAAAA,Valsartan/Hydchloroth_Tab 160mg/12.5mg,Valsartan with Diuretic,99P,M,1.08333333333,0.0875,763,0.106954365079,19.64,,3.0,,,,
1304000H0AABABA,Clobet But_Oint 0.05%,Clobetasone Butyrate,99P,NP8,1.01639344262,0.0544,9910,0.0580426374644,19.608,Oint  / Crm ,3.0,,,,1.0
0202020L0AABDBD,Furosemide_Tab 40mg,Furosemide,99P,M,1.0,0.0253573952906,558781,0.0253929573724,19.5882512925,Tab  / Cap ,3.0,,,,
0410020B0AAAYAY,Nicotine_Loz 2mg S/F,Nicotine,99P,C,1.03333333333,0.138472222222,4046,0.144756625571,19.5613888889,Loz  / Chewing Gum ,3.0,,,,
0802010G0AAAEAE,Azathioprine_Tab 50mg,Azathioprine,99P,M,1.0380952381,0.0407109303873,62583,0.0410117695713,19.4734203113,Tab  / Cap ,3.0,,,,
0604011L0AAAIAI,Gppe Tab_Climagest 2mg,Estradiol with Progestogen,99P,NP8,1.0,0.228779761905,339,2.35588293651,19.155327381,,3.0,,,,1.0
0403040W0AAAAAA,Venlafaxine_Tab 37.5mg,Venlafaxine,99P,M,1.0,0.0364285714286,50682,0.0366842626045,19.0314285714,,3.0,,,,
