bnf_code,bnf_presentation,bnf_chemical,practice,pct,category,avg_brand_count_per_practice,lowest_decile,quantity,price_per_dose,possible_savings,formulation_swap,num_pack_sizes,flag_imported,flag_broken_bulk,flag_non_bioequivalence,flag_special_containers
0402010ABAAAIAI,Quetiapine_Oral Soln 12.5mg/5ml,Quetiapine,F84074,08M,NP8,1,0.205833333333,2500,1.13372,2319.71666667,Oral Soln  / Oral Susp ,3.0,,,,
1108010A0AAAAAA,Mercaptamine HCl_Eye Dps 0.5%,Mercaptamine Hydrochloride,B83602,02N,NP8,1,3.0725,80,31.844,2301.72,,3.0,,,,
0402010K0AAAMAM,Levomeprom Mal_Tab 6mg,Levomepromazine Maleate,P88011,01W,NP8,1,1.19642857143,328,8.18021341463,2290.68142857,,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,H85066,08X,NP8,1,0.0458666666667,600,3.85333333333,2284.48,Oral Soln  / Liq Spec ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,J82155,10R,NP8,2,5.92,3408,6.59,2283.36,,3.0,,,,1.0
1002020S0AAABAB,Methocarbamol_Tab 750mg,Methocarbamol,C83064,03T,A,1,0.31685,11880,0.507191077441,2261.252,,3.0,,,,
0601040E0AABHBH,Diazoxide_Oral Susp 250mg/5ml,Diazoxide,H82064,09H,NP8,1,1.50603888889,270,9.776,2232.8895,Oral Susp  / Oral Soln ,3.0,1.0,,,1.0
0205010J0AAA3A3,Hydralazine HCl_Liq Spec 10mg/5ml,Hydralazine Hydrochloride,B83033,02N,NP8,1,0.682864,400,6.263125,2232.1044,Liq Spec  / Susp ,3.0,,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,B86044,03C,NP8,2,0.111,1844,1.32123644252,2231.676,Cap  / Tab ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,K81024,10T,NP8,1,5.92,554,9.94,2227.08,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C82667,04C,NP8,1,5.92,554,9.94,2227.08,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N83009,01J,NP8,2,5.92,1141,7.8701051709,2225.07,,3.0,,,,1.0
0406000R0AAAGAG,Nabilone_Cap 250mcg,Nabilone,A83051,00D,NP8,1,9.25,240,18.5,2220.0,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D82044,07J,NP8,1,5.92,3313,6.59,2219.71,,3.0,,,,1.0
0403040W0AAAEAE,Venlafaxine_Cap 150mg M/R,Venlafaxine,B81034,02Y,C,3,0.381251795444,2817,1.16576144835,2209.96369223,Cap  / Tab ,3.0,,,,
0406000R0AAAGAG,Nabilone_Cap 250mcg,Nabilone,B86067,03C,NP8,1,9.25,160,23.0555,2208.88,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,Y04957,11N,NP8,1,5.92,3290,6.59,2204.3,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,J82019,11A,NP8,1,5.92,545,9.94,2190.9,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C84026,04L,NP8,1,5.92,542,9.94,2178.84,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,Y01008,01K,NP8,1,5.92,3250,6.59,2177.5,,3.0,,,,1.0
0407020ADAAAIAI,Oxycodone HCl_Tab 80mg M/R,Oxycodone Hydrochloride,B85042,03A,C,2,1.78910714286,1209,3.57840363937,2163.25946429,,3.0,,,,
0203020P0AAAAAA,Mexiletine HCl_Cap 50mg,Mexiletine Hydrochloride,B86062,03G,NP8,1,0.94,672,4.15300595238,2159.14,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C81034,04J,NP8,1,5.92,533,9.94,2142.66,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),J83022,12D,NP8,1,0.704480519481,548,4.61350364964,2142.14467532,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D82029,06V,NP8,1,5.92,3195,6.59,2140.65,,3.0,,,,1.0
0408010U0AAAMAM,Primidone_Oral Susp 250mg/5ml        @gn,Primidone,F84047,08M,NP8,1,0.758488,460,5.40106521739,2135.58552,,,,,,
0208010L0AAABAB,"Dalteparin Sod_Inj 25,000u/ml 0.2ml Pfs",Dalteparin Sodium,H85056,08X,NP8,1,2.82285714286,60,38.381,2133.48857143,,3.0,,,,
0208010L0AAABAB,"Dalteparin Sod_Inj 25,000u/ml 0.2ml Pfs",Dalteparin Sodium,E83020,07M,NP8,1,2.82285714286,60,38.381,2133.48857143,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,H82066,09G,NP8,1,5.646,58,42.4301724138,2133.482,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,K84055,10Q,NP8,1,5.646,30,76.762,2133.48,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,E81019,06F,NP8,1,5.646,30,76.762,2133.48,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,C82046,04C,NP8,2,5.646,90,29.3513333333,2133.48,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,H82032,09G,NP8,1,5.646,30,76.762,2133.48,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,P81073,00R,NP8,1,5.646,60,41.204,2133.48,,3.0,,,,
0202010V0AAANAN,Metolazone_Tab 2.5mg,Metolazone,F84010,08M,NP8,1,0.639764705882,20,106.818,2123.56470588,Tab  / Cap ,3.0,,,,
0501130D0AAADAD,Fosfomycin Trometamol_Sach 3g,Fosfomycin Trometamol,G84007,07Q,NP8,1,4.86,30,75.45,2117.7,,,,,,
0602010Z0AAABAB,Levothyrox/Liothyronine_Tab 38mcg/9mcg,Levothyroxine Sodium & Liothyronine,F81741,06T,NP8,2,0.8043775,1704,2.04649647887,2116.57074,,3.0,1.0,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A85611,13T,NP8,1,5.92,526,9.94,2114.52,,3.0,,,,1.0
0602010M0AAADAD,Liothyronine Sod_Tab 5mcg,Liothyronine Sodium,J82050,11A,NP8,1,2.4624,224,11.8809821429,2109.7624,Tab  / Cap ,,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E82075,06K,NP8,1,5.92,522,9.94,2098.44,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),J81049,11J,NP8,1,0.704480519481,600,4.20186666667,2098.43168831,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M83638,04Y,NP8,1,5.92,521,9.94,2094.42,,3.0,,,,1.0
0505020L0AAABAB,Levamisole HCl_Tab 50mg,Levamisole Hydrochloride,K81051,11D,NP8,1,0.407285714286,100,21.3152,2090.79142857,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E82081,06K,NP8,2,5.92,704,8.88836647727,2089.73,,3.0,,,,1.0
0408020V0AAALAL,Midazolam_Liq Spec 50mg/5ml,Midazolam Maleate,P84673,01M,NP8,1,16.68,50,58.24,2078.0,,3.0,,,,
0905022S0AAABAB,Sevelamer_Tab 800mg,Sevelamer,F84025,08V,NP8,1,0.466547619048,4500,0.928,2076.53571429,,3.0,,,,
0103030S0AAAAAA,Sucralfate_Tab 1g,Sucralfate,K84031,10Q,NP8,1,0.127142857143,224,9.38982142857,2074.84,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P81062,00X,NP8,1,5.92,514,9.94,2066.28,,3.0,,,,1.0
0803020L0AAAAAA,Megestrol Acet_Tab 40mg,Megestrol Acetate,C84688,04K,NP8,1,0.567416666667,448,5.15790178571,2056.53733333,,3.0,,,,
0401010ADAAAEAE,Melatonin_Cap 2mg,Melatonin,C85023,02P,NP8,1,0.709979041916,860,3.09906976744,2054.61802395,Cap  / Tab ,3.0,1.0,,,
0905013G0AAA2A2,Mag Glycerophos_Tab 97.2mg,Magnesium Glycerophosphate,K81025,11D,NP8,1,0.764035714286,1000,2.81666,2052.62428571,Tab  / Cap ,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),N85005,12F,NP8,1,0.704480519481,400,5.807,2041.00779221,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A81053,00M,NP8,1,5.92,507,9.94,2038.14,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),C84048,04N,NP8,1,0.704480519481,600,4.0755,2022.61168831,,3.0,,,,
0101010I0AAABAB,Mag Ox_Cap 100mg,Magnesium Oxide,F81645,99E,NP8,1,0.932866666667,2000,1.940785,2015.83666667,Cap  / Tab ,3.0,,,,
0407020ADAAAPAP,Oxycodone HCl_Tab 120mg M/R,Oxycodone Hydrochloride,G83028,07N,C,1,2.72339285714,739,5.44682002706,2012.61267857,,3.0,,,,
0401010B0AABGBG,Chloral Hydrate_Liq Spec 200mg/5ml,Chloral Hydrate,P88632,01W,NP8,1,0.461109714286,800,2.9758,2011.75222857,Liq Spec  / Oral Susp ,3.0,,,,
190400000AAUJUJ,Mag Ox Heavy_Cap 100mg,Other Single Substance Preps,H82012,09H,NP8,1,0.8481,500,4.8471,1999.5,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,C88079,03N,NP8,1,5.646,28,76.7621428571,1991.252,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C82064,04V,NP8,2,5.92,500,9.8998,1989.9,,3.0,,,,1.0
0409020C0AAALAL,Trihexyphenidyl HCl_Liq Spec 2mg/5ml,Trihexyphenidyl Hydrochloride,G85041,08K,NP8,1,0.451254,2100,1.3856047619,1962.1366,Liq Spec  / Oral Soln ,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,E84017,07P,C,2,0.0576323653715,7547,0.317045183517,1957.78853854,Tab  / Cap ,3.0,,,,
0802020T0AAALAL,Tacrolimus_Liq Spec 5mg/5ml,Tacrolimus,D83055,07K,NP8,1,2.57736,170,14.0835882353,1956.0588,Liq Spec  / Oral Susp ,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,C83063,99D,NP8,3,0.115714285714,6472,0.417053461063,1950.26714286,Tab  / Cap ,3.0,,,,
0501070W0AAAAAA,Linezolid_Tab 600mg,Linezolid,M81006,05T,NP8,1,22.886,90,44.5,1945.26,,3.0,,,,
0212000K0AAACAC,Colestipol HCl_Tab 1g,Colestipol Hydrochloride,C82013,03W,NP8,1,1.98422499999,360,7.36458333333,1936.929,,3.0,1.0,,,
0103030S0AAABAB,Sucralfate_Susp 1g/5ml S/F,Sucralfate,B84001,02T,NP8,1,0.02544,1000,1.95706,1931.62,,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,N81059,02E,NP8,1,0.115714285714,2608,0.855115030675,1928.35714286,Tab  / Cap ,3.0,,,,
1001010P0AAARAR,Naproxen_Oral Susp 125mg/5ml,Naproxen,B85021,03J,NP8,1,0.385466666667,600,3.5988,1928.0,Liq Spec  / Oral Susp ,,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,Y02753,00Y,NP8,2,0.749107142857,1590,1.9602327044,1925.68964286,Tab  / Cap ,,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,C83009,04D,NP8,2,0.749107142857,1730,1.85542774566,1913.93464286,Tab  / Cap ,,,,,
0906040N0AADCDC,"Ergocalciferol_Oral Susp 1,000u/5ml",Ergocalciferol,G85089,08L,NP8,1,0.671814999999,600,3.8555,1910.211,Oral Susp  / Oral Soln ,3.0,,,,
0208010L0AAAIAI,"Dalteparin Sod_Inj 25,000u/ml 0.72ml Pfs",Dalteparin Sodium,B82092,03M,NP8,2,10.1638796341,115,26.761826087,1908.76384208,,3.0,,,,
0408010G0AAAGAG,Gabapentin_Liq Spec 100mg/5ml,Gabapentin,E82009,06N,NP8,1,0.709443076923,1200,2.29846666667,1906.82830769,,3.0,,,,
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,P81084,02G,NP8,1,1.2,600,4.37,1902.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,Y05364,02P,NP8,1,1.2,600,4.37,1902.0,,3.0,,,,1.0
0411000F0AAADAD,Galantamine_Oral Soln 20mg/5ml S/F,Galantamine,B83014,02R,NP8,1,1.2,600,4.37,1902.0,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F81114,06Q,NP8,2,5.92,697,8.62787661406,1887.39,,3.0,,,,1.0
0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,Fluticasone Propionate (Inh),M85063,13P,C,3,52.045,257,59.3642801556,1881.055,,3.0,,,,1.0
0501030F0AAAAAA,Demeclocycline HCl_Cap 150mg,Demeclocycline Hydrochloride,N85002,12F,C,1,5.74607142857,504,9.47186507937,1877.8,Cap  / Tab ,3.0,,,,
0409020C0AAALAL,Trihexyphenidyl HCl_Liq Spec 2mg/5ml,Trihexyphenidyl Hydrochloride,B86002,03G,NP8,1,0.451254,1600,1.6235125,1875.6136,Liq Spec  / Oral Soln ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,J81006,11J,NP8,1,5.92,2795,6.59,1872.65,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),E82117,06N,NP8,1,0.704480519481,1272,2.17463836478,1870.04077922,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P81061,00Q,NP8,1,5.92,464,9.94,1865.28,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N83030,01J,NP8,1,5.92,464,9.94,1865.28,,3.0,,,,1.0
0402010ADAAADAD,Aripiprazole_Tab 5mg,Aripiprazole,E87609,09A,M,2,0.101071428571,784,2.47887755102,1864.2,,3.0,,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,C81052,04R,NP8,1,0.111,1704,1.19959507042,1854.966,Cap  / Tab ,3.0,,,,
0602010V0AABWBW,Levothyrox Sod_Tab 25mcg,Levothyroxine Sodium,F81068,06Q,M,2,0.0964283959715,15769,0.213804299575,1850.90062393,Tab  / Cap ,3.0,,,,
0902012H0AAAKAK,St Mark's_Oral Rehydration Pdrs 26g,Oral Rehydration Salts,D83009,06M,NP8,1,2.16575000004,42,46.2,1849.4385,Oral Rehydration Pdrs  / Electrolyte Pdrs ,,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P91623,02A,NP8,1,5.92,459,9.94,1845.18,,3.0,,,,1.0
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,C84001,02Q,NP8,20,0.248278294818,35709,0.299729479963,1837.27037035,,,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A85016,13T,NP8,1,5.92,456,9.94,1833.12,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,H81084,09N,NP8,1,5.92,455,9.94,1829.1,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E81032,06P,NP8,1,5.92,453,9.94,1821.06,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),G81013,09P,NP8,1,0.704480519481,700,3.30428571429,1819.86363636,,3.0,,,,
0601011R0AAABAB,Ins Hum_Inj 500u/ml 20ml Vl,Insulin Human,M85178,05L,NP8,1,303.25,8,530.44,1817.52,,3.0,,,,1.0
0202010V0AAANAN,Metolazone_Tab 2.5mg,Metolazone,F84677,08M,NP8,1,0.639764705882,124,15.2941935484,1817.14917647,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E81043,06F,NP8,1,5.92,451,9.94,1813.02,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P92621,02H,NP8,1,5.92,450,9.94,1809.0,,3.0,,,,1.0
0408010A0AAABAB,Levetiracetam_Tab 500mg,Levetiracetam,M85063,13P,M,2,0.0558125,4716,0.439245122986,1808.26825,,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,H81088,99M,C,1,0.0576323653715,840,2.2075952381,1805.96881309,Tab  / Cap ,3.0,,,,
0401010ADAAAEAE,Melatonin_Cap 2mg,Melatonin,Y02736,06A,NP8,1,0.709979041916,806,2.94672456576,1802.81689222,Cap  / Tab ,3.0,1.0,,,
1108010AAAAAFAF,Ciclosporin_Eye Dps 0.05% 0.4ml Ud,Ciclosporin,L83052,99P,NP8,1,3.28942499999,360,8.28641666667,1798.917,,,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,F81741,06T,NP8,2,0.294107718894,100,18.2576,1796.34922811,Enema  / Suppos ,3.0,,,,1.0
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,M85063,13P,NP8,30,0.248278294818,73018,0.272862718782,1795.10546898,,,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),P86004,01D,NP8,1,0.704480519481,996,2.50452811245,1792.8474026,,3.0,,,,
0407041R0AAABAB,Rizatriptan_Tab 10mg,Rizatriptan,M89003,05P,M,1,0.486666666667,534,3.83217228464,1786.5,Tab  / Oral Lyophilisate Tab ,3.0,,,,
0409010W0AAAAAA,Pramipexole_Tab 700mcg,Pramipexole,M85046,13P,M,1,0.0756547619048,990,1.8728989899,1779.27178571,,3.0,,,,
190700000AABABA,Starch Maize Modified_Pdr G/F,Other Base/Dil/SuspAgent/StabiliserPreps,A82044,01H,NP8,2,0.01932,62875,0.0476103379722,1778.755,,,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,B81109,03K,C,1,0.0576323653715,2218,0.857290351668,1773.64141361,Tab  / Cap ,3.0,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,B87008,03R,NP8,2,0.294107718894,61,29.2696721311,1767.50942915,Enema  / Suppos ,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),G85690,08K,NP8,1,0.704480519481,608,3.60856907895,1765.68584416,,3.0,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,B83009,02R,NP8,1,0.294107718894,64,27.75421875,1757.44710599,Enema  / Suppos ,3.0,,,,1.0
0601040E0AABHBH,Diazoxide_Oral Susp 250mg/5ml,Diazoxide,M82040,05N,NP8,1,1.50603888889,90,21.022,1756.4365,Oral Susp  / Oral Soln ,3.0,1.0,,,1.0
0408020V0AAALAL,Midazolam_Liq Spec 50mg/5ml,Midazolam Maleate,D83008,06L,NP8,1,16.68,106,33.233490566,1754.67,,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,P82003,00T,NP8,2,0.115714285714,2018,0.984048562934,1752.29857143,Tab  / Cap ,3.0,,,,
0401020K0AAA1A1,Diazepam_Liq Spec 10mg/5ml,Diazepam,A81618,00M,NP8,1,0.238075,1505,1.40186046512,1751.497125,Oral Soln  / Liq Spec ,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,B81016,03H,NP8,1,0.0458666666667,900,1.98633333333,1746.42,Oral Soln  / Liq Spec ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,K82076,04F,NP8,1,5.92,434,9.94,1744.68,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N81062,01C,NP8,1,5.92,2584,6.59,1731.28,,3.0,,,,1.0
0604012F0AAAAAA,Dydrogesterone_Tab 10mg,Dydrogesterone,H85001,08X,NP8,1,2.47058928568,80,24.1,1730.35285715,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M85179,04X,NP8,1,5.92,429,9.94,1724.58,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),F85652,07X,NP8,1,0.704480519481,440,4.61852272727,1722.17857143,,3.0,,,,
0103030S0AAAAAA,Sucralfate_Tab 1g,Sucralfate,J82094,10J,NP8,1,0.127142857143,304,5.76776315789,1714.74857143,,3.0,,,,
0103030S0AAABAB,Sucralfate_Susp 1g/5ml S/F,Sucralfate,D83001,06L,NP8,1,0.02544,2000,0.88,1709.12,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D83081,06L,NP8,1,5.92,425,9.94,1708.5,,3.0,,,,1.0
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,K83002,03V,NP8,18,0.248278294818,62315,0.275621599936,1703.89805842,,,,,,
0604011D0AAALAL,Ethinylestr_Tab 2mcg,Ethinylestradiol,A85009,13T,NP8,1,2.0,400,6.2582,1703.28,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C82038,03W,NP8,1,5.92,2523,6.59,1690.41,,3.0,,,,1.0
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,H84033,08J,NP8,2,0.294107718894,132,13.0964393939,1689.90778111,Enema  / Suppos ,3.0,,,,1.0
0902012L0AABRBR,Sod Chlor_Liq Spec 292.5mg/5ml,Sodium Chloride,M82032,05N,NP8,1,0.0613566666667,2000,0.906,1689.28666667,Liq Spec  / Oral Soln ,,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,H85030,08T,NP8,1,5.92,420,9.94,1688.4,,3.0,,,,1.0
0603020T0AAAYAY,Prednisolone_Liq Spec 15mg/5ml,Prednisolone,B86059,02V,NP8,1,3.736545,600,6.55035,1688.283,Liq Spec  / Susp ,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),G83029,07N,NP8,1,0.704480519481,768,2.901484375,1687.29896104,,3.0,,,,
0408010N0AACLCL,Phenobarb_Liq Spec 50mg/5ml,Phenobarbital,N82106,99A,NP8,1,0.4555,900,2.32803333333,1685.28,Liq Spec  / Elix ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C84017,04N,NP8,2,5.92,2509,6.5913351933,1684.38,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),C85028,02P,NP8,1,0.704480519481,1200,2.10358333333,1678.92337662,,3.0,,,,
0408010N0AACLCL,Phenobarb_Liq Spec 50mg/5ml,Phenobarbital,K82610,04F,NP8,1,0.4555,992,2.14180443548,1672.814,Liq Spec  / Elix ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N84611,01V,NP8,1,5.92,415,9.94,1668.3,,3.0,,,,1.0
0402010J0AAA7A7,Haloperidol_Liq Spec 1mg/5ml,Haloperidol,D82048,06W,NP8,1,0.422829444444,400,4.5865,1665.46822222,Liq Spec  / Liq ,3.0,,,,
0906025P0AABIBI,Riboflavin_Tab 100mg,Riboflavin,B83017,02R,NP8,1,0.0833928571429,840,2.0465952381,1649.09,Tab  / Cap ,3.0,1.0,,,
0902012H0AAAKAK,St Mark's_Oral Rehydration Pdrs 26g,Oral Rehydration Salts,M87021,05C,NP8,1,2.16575000004,30,57.012,1645.3875,Oral Rehydration Pdrs  / Electrolyte Pdrs ,,,,,
0602010Z0AAAIAI,Levothyrox/Liothyronine_Tab 73mcg/17mcg,Levothyroxine Sodium & Liothyronine,G82200,99J,NP8,1,1.74995999999,336,6.60732142857,1632.07344,,,,,,
0401010ADAAAJAJ,Melatonin_Cap 3mg M/R,Melatonin,C83635,03T,NP8,1,1.04286666667,330,5.98006060606,1629.274,Cap  / Tab ,3.0,1.0,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,M87011,05C,NP8,2,0.115714285714,2685,0.722372439479,1628.87714286,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P86001,01D,NP8,2,5.92,571,8.77248686515,1628.77,,3.0,,,,1.0
0408010N0AACLCL,Phenobarb_Liq Spec 50mg/5ml,Phenobarbital,P85615,00Y,NP8,1,0.4555,470,3.91955319149,1628.105,Liq Spec  / Elix ,3.0,,,,
0602010V0AABWBW,Levothyrox Sod_Tab 25mcg,Levothyroxine Sodium,F81071,06Q,M,1,0.0964283959715,7186,0.322429724464,1624.04554655,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,G81029,09F,NP8,1,5.92,2421,6.59,1622.07,,3.0,,,,1.0
0406000S0AAADAD,Ondansetron HCl_Inj 2mg/ml 4ml Amp,Ondansetron Hydrochloride,L81086,11T,NP8,1,2.36,168,11.99,1617.84,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,L83095,99P,NP8,2,5.92,2412,6.59,1616.04,,3.0,,,,1.0
0906050P0AAAFAF,Vit E_Cap 400u,Vitamin E,B85026,03A,NP8,1,0.0593333333333,302,5.40254966887,1613.65133333,Cap  / Tab ,3.0,,,,
0906040G0AABTBT,"Colecal_Oral Dps 2,000u/ml S/F",Colecalciferol,G82041,99J,NP8,1,0.49,280,6.25,1612.8,Oral Dps  / Oral Soln ,3.0,,,,1.0
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,B83012,02R,NP8,1,0.115714285714,2756,0.699814949202,1609.78142857,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F86644,08W,NP8,1,5.92,400,9.94,1608.0,,3.0,,,,1.0
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,N82101,99A,NP8,1,0.0458666666667,1500,1.116,1605.2,Oral Soln  / Liq Spec ,3.0,,,,
